Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Delivery_Days,Complaint,Overall_Satisfaction
322,18-25,Male,Tier 1,20k-50k,Domestic,Call,2-3 months,3,1,2
323,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
324,26-35,Prefer not to say,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,0,5
325,26-35,Male,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,5
326,26-35,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,6,1,1
327,36-50,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,4,1,3
328,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
329,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,3,0,2
330,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,3,0,4
331,18-25,Male,Tier 2,<20k,Domestic,Call,Monthly,3,1,3
332,18-25,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,Monthly,3,0,2
333,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
334,36-50,Prefer not to say,Tier 2,<20k,Domestic,Website,3-6 months,5,1,1
335,26-35,Female,Tier 1,50k-1L,Commercial,Website,Monthly,6,1,1
336,50+,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,6,1,1
337,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,4,1,1
338,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,3,0,2
339,50+,Prefer not to say,Tier 3,1L+,Domestic,Call,2-3 months,3,1,2
340,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
341,36-50,Female,Tier 3,1L+,Domestic,Call,2-3 months,4,1,3
342,50+,Male,Tier 1,1L+,Domestic,Mobile App,2-3 months,2,0,3
343,36-50,Male,Tier 2,<20k,Domestic,Call,Monthly,3,1,4
344,26-35,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,3,1,2
345,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
346,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,2-3 months,6,1,1
347,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,2
348,50+,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,2,0,3
349,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,3
350,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,5
351,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,2,0,4
352,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,2,0,5
353,18-25,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,1,0,5
354,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,4
355,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,5
356,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Call,2-3 months,5,1,1
357,26-35,Female,Tier 2,50k-1L,Domestic,Agent,Monthly,3,1,4
358,50+,Male,Tier 1,20k-50k,Domestic,Call,Monthly,6,1,1
359,18-25,Prefer not to say,Tier 2,20k-50k,Commercial,Agent,2-3 months,4,1,3
360,36-50,Male,Tier 2,20k-50k,Domestic,Website,3-6 months,5,1,1
361,50+,Male,Tier 1,50k-1L,Domestic,Agent,3-6 months,6,1,1
362,18-25,Female,Tier 2,50k-1L,Domestic,Call,3-6 months,6,1,1
363,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
364,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,6,1,1
365,36-50,Female,Tier 2,<20k,Domestic,Call,3-6 months,6,1,1
366,36-50,Male,Tier 1,20k-50k,Domestic,Agent,Monthly,5,1,1
367,26-35,Male,Tier 2,<20k,Domestic,Agent,3-6 months,2,1,5
368,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,3,1,2
369,36-50,Male,Tier 2,50k-1L,Domestic,Agent,Monthly,4,1,3
370,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,5
371,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
372,50+,Female,Tier 3,50k-1L,Domestic,Mobile App,Monthly,3,0,2
373,26-35,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,6,1,1
374,50+,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,3,1,2
375,18-25,Prefer not to say,Tier 3,20k-50k,Commercial,Call,2-3 months,2,1,3
376,50+,Male,Tier 2,20k-50k,Commercial,Agent,2-3 months,3,1,2
377,50+,Male,Tier 1,20k-50k,Domestic,Agent,2-3 months,2,1,5
378,18-25,Female,Tier 1,50k-1L,Domestic,Website,Monthly,4,1,2
379,26-35,Prefer not to say,Tier 1,<20k,Domestic,Agent,2-3 months,2,1,5
380,18-25,Female,Tier 3,20k-50k,Domestic,Call,2-3 months,3,1,3
381,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,6,1,1
382,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
383,50+,Female,Tier 2,50k-1L,Commercial,Call,Monthly,5,1,2
384,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
385,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
386,50+,Male,Tier 2,50k-1L,Domestic,Agent,3-6 months,4,1,1
387,36-50,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,4,1,1
388,36-50,Male,Tier 3,<20k,Domestic,Website,3-6 months,2,0,5
389,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,Monthly,3,0,3
390,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
391,36-50,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,4
392,36-50,Female,Tier 2,<20k,Commercial,Mobile App,2-3 months,1,0,5
393,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
394,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
395,36-50,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,5
396,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,2
397,50+,Prefer not to say,Tier 2,1L+,Domestic,Mobile App,3-6 months,2,0,4
398,26-35,Male,Tier 3,<20k,Commercial,Agent,3-6 months,3,1,2
399,50+,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,0,5
400,18-25,Male,Tier 2,50k-1L,Commercial,Call,3-6 months,6,1,1
401,50+,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,2,1,4
402,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,4
403,36-50,Female,Tier 2,<20k,Commercial,Website,Monthly,6,1,1
404,18-25,Female,Tier 3,20k-50k,Domestic,Agent,3-6 months,3,1,3
405,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,4,1,2
406,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
407,26-35,Female,Tier 3,50k-1L,Domestic,Agent,Monthly,2,1,4
408,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Agent,3-6 months,2,1,4
409,50+,Male,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,1,0,5
410,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
411,36-50,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,4
412,50+,Female,Tier 1,20k-50k,Commercial,Agent,3-6 months,6,1,1
413,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,4
414,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,2-3 months,3,1,4
415,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
416,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,5,1,2
417,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
418,26-35,Male,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,0,4
419,50+,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,6,1,1
420,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
421,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
422,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,3
423,26-35,Female,Tier 3,20k-50k,Domestic,Call,Monthly,5,1,1
424,36-50,Male,Tier 3,50k-1L,Domestic,Website,Monthly,2,0,5
425,50+,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,2,1,3
426,18-25,Female,Tier 3,1L+,Domestic,Mobile App,Monthly,1,0,5
427,18-25,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,4
428,50+,Female,Tier 2,<20k,Domestic,Call,2-3 months,3,1,3
429,18-25,Male,Tier 1,1L+,Domestic,Agent,3-6 months,4,1,1
430,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,3
431,18-25,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,2,0,4
432,26-35,Male,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,0,5
433,18-25,Female,Tier 2,<20k,Domestic,Agent,3-6 months,6,1,1
434,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
435,50+,Male,Tier 2,<20k,Domestic,Agent,2-3 months,5,1,1
436,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,5
437,50+,Female,Tier 3,<20k,Domestic,Mobile App,Monthly,1,0,5
438,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
439,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
440,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
441,18-25,Prefer not to say,Tier 1,1L+,Commercial,Mobile App,2-3 months,2,0,4
442,50+,Female,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,1,0,5
443,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,5
444,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
445,50+,Female,Tier 3,50k-1L,Domestic,Website,Monthly,3,0,2
446,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,5,1,2
447,36-50,Female,Tier 1,50k-1L,Domestic,Call,3-6 months,3,1,3
448,26-35,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,1,0,5
449,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
450,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
451,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Call,3-6 months,3,1,2
452,26-35,Male,Tier 1,1L+,Domestic,Mobile App,3-6 months,3,0,4
453,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
454,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Agent,3-6 months,3,1,4
455,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,5
456,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,4
457,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,5
458,50+,Male,Tier 2,<20k,Domestic,Call,3-6 months,2,1,4
459,36-50,Prefer not to say,Tier 3,50k-1L,Domestic,Agent,3-6 months,3,1,2
460,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,3,0,2
461,26-35,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,2,0,3
462,18-25,Female,Tier 3,20k-50k,Domestic,Call,Monthly,3,1,3
463,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
464,18-25,Female,Tier 2,<20k,Domestic,Call,2-3 months,5,1,1
465,50+,Female,Tier 1,20k-50k,Domestic,Call,2-3 months,2,1,5
466,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
467,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,3
468,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,Monthly,5,1,1
469,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,5
470,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
471,18-25,Female,Tier 2,<20k,Domestic,Agent,2-3 months,4,1,3
472,50+,Female,Tier 3,50k-1L,Commercial,Mobile App,Monthly,3,0,2
473,36-50,Female,Tier 2,1L+,Domestic,Mobile App,3-6 months,1,0,5
474,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
475,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,2,1,3
476,50+,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,2-3 months,2,0,5
477,18-25,Prefer not to say,Tier 1,1L+,Domestic,Website,2-3 months,6,1,1
478,50+,Male,Tier 3,50k-1L,Domestic,Agent,Monthly,5,1,1
479,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
480,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
481,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
482,26-35,Female,Tier 1,<20k,Domestic,Call,Monthly,2,1,5
483,18-25,Female,Tier 1,20k-50k,Commercial,Agent,3-6 months,3,1,4
484,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,Monthly,2,1,3
485,18-25,Male,Tier 3,50k-1L,Commercial,Mobile App,Monthly,2,0,3
486,26-35,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,5,1,1
487,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
488,50+,Prefer not to say,Tier 1,<20k,Commercial,Agent,3-6 months,5,1,2
489,18-25,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,5,1,2
490,18-25,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
491,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,2
492,18-25,Female,Tier 2,<20k,Domestic,Agent,3-6 months,5,1,2
493,18-25,Male,Tier 2,1L+,Domestic,Agent,2-3 months,2,1,4
494,26-35,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
495,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,4
496,36-50,Male,Tier 1,1L+,Domestic,Call,3-6 months,5,1,2
497,36-50,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,5
498,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
499,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
500,50+,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,3
501,36-50,Female,Tier 3,50k-1L,Domestic,Call,Monthly,3,1,3
502,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,5,1,1
503,18-25,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,6,1,1
504,50+,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,0,4
505,36-50,Male,Tier 3,20k-50k,Domestic,Call,Monthly,2,1,3
506,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,3
507,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
508,36-50,Female,Tier 3,50k-1L,Domestic,Website,2-3 months,3,0,2
509,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
510,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Website,2-3 months,6,1,1
511,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
512,26-35,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,4,1,2
513,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
514,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
515,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,4
516,36-50,Male,Tier 1,1L+,Commercial,Agent,Monthly,4,1,2
517,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,3-6 months,6,1,1
518,26-35,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,6,1,1
519,50+,Female,Tier 2,50k-1L,Domestic,Agent,Monthly,5,1,2
520,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,6,1,1
521,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
522,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
523,26-35,Male,Tier 1,50k-1L,Domestic,Call,Monthly,5,1,2
524,36-50,Male,Tier 2,20k-50k,Domestic,Call,Monthly,4,1,1
525,26-35,Female,Tier 3,<20k,Domestic,Agent,3-6 months,4,1,1
526,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
527,36-50,Male,Tier 2,1L+,Domestic,Mobile App,2-3 months,2,0,5
528,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Website,Monthly,3,0,4
529,26-35,Male,Tier 3,20k-50k,Domestic,Call,3-6 months,6,1,1
530,26-35,Female,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,0,5
531,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,3,1,2
532,50+,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,3,0,3
533,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,2
534,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,3,1,4
535,36-50,Female,Tier 2,<20k,Domestic,Website,2-3 months,2,0,4
536,26-35,Female,Tier 1,20k-50k,Domestic,Website,3-6 months,6,1,1
537,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,6,1,1
538,36-50,Female,Tier 2,20k-50k,Commercial,Call,3-6 months,6,1,1
539,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,3,0,3
540,26-35,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,2-3 months,1,0,5
541,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
542,26-35,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
543,36-50,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,3,0,2
544,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
545,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
546,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,4
547,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,3,1,4
548,50+,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,Monthly,2,0,4
549,26-35,Male,Tier 2,<20k,Domestic,Call,3-6 months,4,1,3
550,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,2,1,5
551,18-25,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,2,0,5
552,50+,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,3,0,3
553,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,3,1,2
554,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,2
555,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
556,50+,Female,Tier 2,<20k,Commercial,Mobile App,Monthly,2,0,3
557,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
558,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
559,50+,Male,Tier 2,<20k,Domestic,Call,3-6 months,4,1,3
560,26-35,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,6,1,1
561,50+,Female,Tier 1,20k-50k,Domestic,Call,Monthly,3,1,3
562,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
563,36-50,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,3,0,2
564,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,2,0,5
565,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,3,0,2
566,26-35,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,5
567,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Agent,Monthly,6,1,1
568,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,4
569,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,6,1,1
570,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,3
571,26-35,Female,Tier 2,<20k,Domestic,Website,3-6 months,3,0,3
572,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,3,1,4
573,18-25,Female,Tier 2,<20k,Domestic,Agent,Monthly,5,1,1
574,26-35,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,2,0,5
575,36-50,Prefer not to say,Tier 3,20k-50k,Commercial,Agent,3-6 months,2,1,3
576,26-35,Male,Tier 1,20k-50k,Domestic,Agent,Monthly,3,1,3
577,18-25,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,5,1,1
578,26-35,Female,Tier 1,<20k,Commercial,Call,3-6 months,4,1,2
579,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,6,1,1
580,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,3,0,2
581,26-35,Male,Tier 2,<20k,Domestic,Call,Monthly,2,1,5
582,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,3,1,3
583,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,3
584,26-35,Male,Tier 2,20k-50k,Commercial,Mobile App,Monthly,3,0,3
585,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
586,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,3
587,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
588,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
589,50+,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,2,0,3
590,18-25,Prefer not to say,Tier 1,1L+,Domestic,Agent,Monthly,3,1,4
591,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
592,50+,Female,Tier 1,20k-50k,Domestic,Call,Monthly,4,1,3
593,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
594,50+,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,4,1,3
595,50+,Female,Tier 2,50k-1L,Domestic,Website,2-3 months,2,0,3
596,50+,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
597,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,3
598,36-50,Male,Tier 1,1L+,Domestic,Agent,Monthly,4,1,1
599,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,5
600,26-35,Prefer not to say,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,2,0,3
601,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,3,1,2
602,50+,Male,Tier 1,20k-50k,Domestic,Website,Monthly,2,0,5
603,50+,Female,Tier 3,<20k,Commercial,Call,Monthly,6,1,1
604,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
605,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
606,36-50,Male,Tier 1,<20k,Commercial,Mobile App,Monthly,1,0,5
607,36-50,Prefer not to say,Tier 1,<20k,Domestic,Agent,Monthly,2,1,5
608,50+,Male,Tier 3,20k-50k,Domestic,Agent,Monthly,5,1,1
609,50+,Male,Tier 1,20k-50k,Commercial,Agent,2-3 months,3,1,3
610,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,4
611,18-25,Male,Tier 3,20k-50k,Domestic,Call,Monthly,4,1,3
612,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,4
613,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,5
614,26-35,Female,Tier 1,<20k,Domestic,Agent,Monthly,4,1,1
615,26-35,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,4
616,36-50,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,3,1,4
617,18-25,Female,Tier 2,20k-50k,Commercial,Call,Monthly,6,1,1
618,50+,Female,Tier 1,<20k,Commercial,Website,Monthly,3,0,2
619,36-50,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,3,1,4
620,36-50,Male,Tier 2,<20k,Domestic,Agent,Monthly,4,1,3
621,50+,Prefer not to say,Tier 2,20k-50k,Commercial,Call,2-3 months,5,1,2
622,26-35,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,0,5
623,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
624,26-35,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,5,1,2
625,18-25,Male,Tier 2,20k-50k,Domestic,Call,Monthly,4,1,1
626,26-35,Prefer not to say,Tier 2,1L+,Domestic,Call,2-3 months,4,1,3
627,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,4
628,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,3,0,4
629,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
630,36-50,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,2,1,5
631,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,2-3 months,4,1,3
632,50+,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,3,1,4
633,18-25,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,4
634,18-25,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,2,0,3
635,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,Monthly,3,1,3
636,26-35,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,5,1,1
637,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
638,36-50,Male,Tier 2,<20k,Domestic,Call,2-3 months,4,1,3
639,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
640,50+,Prefer not to say,Tier 2,50k-1L,Commercial,Agent,2-3 months,3,1,2
641,26-35,Prefer not to say,Tier 2,1L+,Domestic,Agent,Monthly,6,1,1
642,26-35,Female,Tier 2,20k-50k,Domestic,Call,3-6 months,2,1,4
643,50+,Female,Tier 2,50k-1L,Domestic,Call,Monthly,5,1,1
644,18-25,Male,Tier 1,50k-1L,Commercial,Mobile App,3-6 months,2,0,3
